"id","sex","bmonth","byear","agemon_1997","race","agemon_1998","agemon_1999","attend_2000","agemon_2000","attend_2001","agemon_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","agemon_2003","attend_2003","agemon_2004","attend_2004","agemon_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","attend_2006","agemon_2007","attend_2007","agemon_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","attend_2009","agemon_2010","attend_2010","rvalues_2002","rvalues_2005","rvalues_2008","rtodo_2002","rtodo_2005","rtodo_2008","cat2000","cat2001","cat2002","cat2003","cat2004","cat2005","cat2006","cat2007","cat2008","cat2009","cat2010"
199,1,6,1982,176,4,"197","211",1,223,1,237,1,"1","0","0","1","0",247,258,1,270,1,281,"27",1,"1","0","0","1","0",293,1,304,1,316,"26",1,"1","0","0","1","0",328,1,343,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
201,2,12,1983,159,4,"179","190",1,205,1,216,1,"1","0","0","0","0",229,239,1,252,2,263,"27",1,"1","0","0","D","0",274,1,288,1,298,"25",1,"1","0","0","D","0",309,1,323,1,0,0,0,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1
202,1,1,1982,182,4,"204","214",6,226,3,240,6,"0","0","1","0","0",250,262,6,276,6,286,"1",4,"1","0","1","0","0",298,4,310,6,321,"1",6,"1","0","1","0","0",333,5,346,6,1,0,0,1,1,1,3,2,3,3,3,2,2,3,3,2,3
203,2,1,1984,158,4,"180","190",6,205,6,215,6,"0","0","0","1","0",226,238,6,251,6,262,"1",6,"1","0","1","1","0",273,5,286,3,297,"1",1,"1","0","0","0","0",310,2,322,1,1,0,0,0,0,1,3,3,3,3,3,3,2,2,1,1,1
211,2,6,1980,202,2,"221","233",2,247,6,258,2,"1","1","1","1","1",272,285,7,295,6,306,"1",2,"1","0","1","0","1",321,4,330,7,343,"1",5,"0","D","1","0","1",354,6,371,5,0,0,1,0,1,1,1,3,1,3,3,1,2,3,2,3,2
212,1,2,1980,206,2,"229","237",2,250,2,262,2,"1","1","1","0","0",273,287,1,299,4,311,"1",2,"0","1","1","0","1",323,2,333,2,344,"1",4,"0","0","1","0","0",356,3,371,4,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2
213,2,4,1982,180,2,"203","211",2,223,2,236,2,"0","1","1","0","0",247,261,3,274,2,283,"1",3,"1","0","1","1","1",297,2,307,2,318,"1",2,"1","0","0","1","0",329,2,344,2,1,0,0,1,0,0,1,1,1,2,1,2,1,1,1,1,1
214,2,11,1982,173,2,"194","206",2,219,2,229,2,"0","0","1","0","0",242,255,2,265,2,278,"1",2,"0","1","1","0","1",288,3,301,5,314,"1",6,"0","R","1","0","D",324,6,337,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3
215,1,5,1981,191,2,"212","226",2,236,2,248,1,"0","0","1","0","0",259,270,1,282,1,295,"11",1,"0","R","1","0","0",310,1,317,1,330,"27",1,"0","0","D","0","0",341,2,354,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,2,6,1980,202,2,"224","234",2,249,2,260,1,"0","0","1","0","0",270,281,1,293,1,305,"8",1,"0","1","1","0","0",317,1,328,2,341,"8",1,"1","0","1","0","0",352,1,366,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,1,3,1982,180,3,"201","212",2,226,1,237,1,"1","0","0","1","0",249,260,2,272,1,286,"27",2,"1","0","0","R","0",297,1,309,1,320,"25",1,"1","0","0","D","0",330,1,344,1,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1
221,2,9,1984,150,4,"171","184",1,198,3,207,2,"1","0","0","1","0",219,232,1,245,1,257,"16",1,"1","0","0","1","0",266,1,278,1,292,"25",1,"1","0","0","1","0",300,1,314,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1
222,1,1,1981,195,2,"215","226",1,242,1,250,1,"0","0","0","0","0",263,275,1,286,1,298,"1",1,"0","1","0","0","0",310,1,321,1,335,"1",2,"0","1","0","0","0",349,2,358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,1,1,1981,195,2,"215","226",1,242,1,250,1,"1","0","0","0","0",263,275,1,286,2,298,"1",2,"0","0","0","0","0",310,1,321,1,335,"1",2,"1","0","0","0","0",344,1,358,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,2,10,1982,173,4,"195","205",1,219,1,230,1,"1","0","0","0","0",243,255,1,266,1,278,"13",1,"1","0","0","1","0",289,1,300,2,313,"27",1,"1","0","0","1","0",323,1,337,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
225,1,10,1980,199,4,"221","230",4,242,3,254,1,"0","0","0","0","0",266,277,3,289,2,302,"1",1,"0","0","0","0","0",317,1,324,1,336,"1",2,"1","0","1","0","0",347,2,363,1,1,1,0,1,1,1,2,2,1,2,1,1,1,1,1,1,1
228,1,1,1984,157,4,"179","191",4,206,4,218,4,"0","0","1","0","1",229,239,3,253,3,262,"27",3,"0","0","1","0","0",274,2,288,3,302,"24",3,"1","0","0","1","0",310,3,322,3,1,1,0,1,1,0,2,2,2,2,2,2,1,2,2,2,2
229,2,2,1984,158,4,"181","191",6,203,6,214,6,"1","0","1","0","0",227,239,6,250,6,262,"5",5,"1","0","0","1","0",273,6,287,4,298,"5",4,"1","0","0","0","0",308,4,320,3,0,0,0,1,0,1,3,3,3,3,3,2,3,2,2,2,2
230,1,5,1984,154,2,"177","189",4,202,4,210,2,"1","0","0","1","0",223,234,2,246,2,258,"1",2,"1","0","0","1","0",270,1,282,2,293,"26",1,"1","0","0","1","0",304,2,317,1,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1
231,1,11,1980,195,2,"222","230",1,245,5,253,2,"1","1","1","0","0",266,280,3,294,1,306,"13",1,"0","1","1","0","0",313,3,328,1,338,"27",1,"1","0","1","1","1",347,1,359,1,0,1,0,1,1,0,1,2,1,2,1,1,2,1,1,1,1
233,1,12,1980,194,2,"219","229",2,243,2,251,2,"0","0","1","0","1",265,276,5,290,1,300,"1",2,"1","0","1","0","0",311,1,327,1,334,"1",2,"0","0","1","0","0",347,6,359,3,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2
234,2,8,1983,162,2,"187","198",4,208,6,220,1,"0","1","1","1","0",232,243,2,257,1,269,"1",3,"1","D","1","1","1",282,1,293,1,303,"1",1,"D","D","1","1","0",315,1,328,1,1,0,NA,0,0,0,2,3,1,1,1,2,1,1,1,1,1
235,2,8,1981,188,4,"210","221",6,232,5,247,3,"0","0","1","0","0",259,268,6,281,6,293,"21",4,"0","R","1","0","R",303,5,314,6,327,"21",4,"0","0","1","0","1",339,6,350,6,1,1,1,1,1,1,3,2,2,3,3,2,2,3,2,3,3
238,2,8,1981,200,4,"209","220",1,232,1,243,1,"0","0","1","0","0",257,268,1,282,1,292,"6",1,"0","0","0","0","0",304,1,316,1,326,"6",1,"1","0","0","0","0",338,1,350,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,2,4,1983,169,4,"190","200",1,212,2,223,2,"1","0","0","1","0",241,248,2,261,1,272,"25",2,"1","0","1","0","0",284,1,297,1,307,"25",2,"1","0","0","D","0",318,2,330,2,0,0,0,0,1,NA,1,1,1,1,1,1,1,1,1,1,1
241,2,2,1983,172,2,"189","203",2,214,1,227,1,"0","0","1","0","0",240,250,1,264,1,275,"1",1,"1","0","1","1","0",288,1,297,1,312,"1",1,"1","0","0","1","0",319,1,336,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
242,1,6,1984,156,2,"173","187",1,198,2,211,1,"1","0","1","0","1",224,235,1,246,1,259,"1",1,"1","0","1","0","1",268,1,281,1,294,"1",1,"1","0","1","0","0",303,1,317,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,2,2,1983,173,3,"189","201",2,213,2,225,4,"1","0","0","0","0",237,251,2,262,2,278,"3",1,"1","0","1","1","0",287,2,297,2,310,"3",3,"1","0","0","0","0",321,1,333,1,0,0,0,1,0,1,1,1,2,1,1,1,1,1,2,1,1
244,1,3,1983,168,2,"188","201",6,213,4,226,2,"0","0","0","1","0",236,249,2,261,2,273,"1",2,"1","0","0","0","0",284,2,296,2,307,"27",2,"1","0","0","1","0",319,2,332,2,1,0,0,0,1,0,3,2,1,1,1,1,1,1,1,1,1
245,2,7,1984,155,4,"172","183",6,197,2,208,6,"0","1","1","0","0",220,234,6,245,2,256,"12",6,"0","0","1","0","0",268,6,280,7,293,"12",6,"0","1","1","0","0",306,2,316,6,1,1,1,1,1,1,3,1,3,3,1,3,3,3,3,1,3
247,1,3,1982,182,4,"201","212",1,224,5,241,2,"1","0","1","0","0",249,262,1,273,1,285,"1",1,"1","0","0","0","0",296,2,307,2,320,"1",1,"1","0","0","1","0",331,1,347,1,0,0,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1
248,2,9,1983,164,4,"183","194",2,206,1,219,1,"1","0","1","0","0",230,244,1,255,3,267,"25",2,"1","0","0","0","0",278,2,294,3,301,"12",2,"1","0","1","0","0",313,1,326,1,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1
251,1,4,1982,182,2,"199","211",4,226,1,239,2,"1","0","0","1","0",248,259,1,271,1,284,"1",1,"1","0","0","1","0",295,1,306,1,318,"1",1,"1","0","0","1","0",332,2,342,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1
252,2,7,1984,155,2,"172","184",2,196,1,211,1,"1","0","0","1","0",221,232,1,244,1,257,"1",1,"1","0","0","1","0",268,1,283,1,294,"27",1,"1","0","0","0","0",305,1,316,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
254,1,8,1981,188,4,"207","219",1,232,1,246,1,"1","0","0","1","0",256,269,1,281,1,292,"1",1,"1","0","0","1","0",303,1,315,1,326,"1",1,"1","0","0","1","0",339,1,353,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
256,1,8,1980,204,4,"N","235",1,246,2,258,1,"1","0","0","1","0",270,281,1,293,1,303,"5",1,"1","0","0","1","0",315,1,326,1,340,"26",1,"1","0","0","1","0",351,1,364,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
257,1,5,1984,159,4,"177","190",1,201,1,213,1,"0","0","0","0","0",224,236,1,248,1,258,"5",1,"1","0","1","0","0",270,1,281,1,293,"5",1,"0","1","1","0","0",306,1,319,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,1,11,1982,175,4,"192","203",3,218,6,234,2,"0","0","0","0","0",243,252,2,265,4,276,"1",3,"0","0","0","0","0",288,3,299,2,311,"12",5,"0","0","1","0","1",324,7,337,6,1,1,1,1,1,1,2,3,1,1,2,2,2,1,2,3,3
260,1,12,1980,199,1,"215","228",6,243,2,253,2,"0","1","1","0","1",265,275,2,287,3,300,"8",2,"0","1","1","0","1",311,2,323,2,335,"2",2,"0","0","1","0","1",347,1,359,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1
261,1,4,1983,170,1,"187","198",3,211,2,224,2,"0","0","1","0","0",236,247,2,260,2,271,"2",2,"0","D","R","0","0",282,1,294,2,308,"2",1,"0","0","1","0","0",317,2,331,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
264,1,7,1982,189,4,"197","208",1,223,1,233,1,"1","0","1","0","0",244,256,1,270,1,281,"5",1,"1","0","0","0","0",292,1,303,1,316,"5",1,"0","0","1","0","0",327,1,340,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,1,9,1983,161,2,"184","194",2,209,4,218,4,"0","0","1","0","0",230,244,5,257,4,266,"1",4,"0","0","1","0","0",279,2,289,2,302,"1",3,"0","0","0","1","0",313,3,325,4,1,1,1,1,1,0,1,2,2,2,2,2,1,1,2,2,2
266,2,12,1980,194,4,"217","232",1,244,1,256,1,"1","0","0","1","0",266,277,1,292,1,303,"27",1,"1","0","0","1","0",312,2,323,1,336,"27",1,"1","0","0","0","0",350,1,360,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
267,2,12,1980,194,4,"217","227",1,241,1,253,1,"0","0","1","0","0",263,277,1,288,1,299,"27",1,"1","0","1","0","0",311,1,323,1,334,"27",1,"1","0","0","0","0",346,1,359,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,1,12,1981,182,2,"205","215",2,229,1,241,2,"0","0","1","0","0",251,264,1,276,2,289,"27",5,"1","0","0","0","0",299,1,313,1,322,"27",1,"0","0","1","0","0",335,2,348,2,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
271,2,8,1982,175,4,"198","207",1,221,4,233,1,"0","0","1","0","0",243,257,1,268,1,286,"5",4,"D","D","D","0","D",291,1,303,1,314,"5",1,"1","D","0","1","0",327,1,340,1,1,NA,0,1,1,0,1,2,1,1,1,2,1,1,1,1,1
272,2,9,1982,173,2,"198","207",2,220,2,230,4,"0","1","1","0","1",243,254,7,268,7,280,"12",6,"0","0","1","0","1",290,5,302,3,315,"12",7,"0","1","1","0","1",325,6,337,3,1,1,1,1,1,1,1,1,2,3,3,3,2,2,3,3,2
278,1,9,1980,198,4,"220","230",1,242,4,259,1,"1","0","0","1","0",268,280,1,290,1,305,"27",4,"1","0","1","0","0",314,1,326,3,337,"27",3,"1","0","0","1","0",348,1,362,3,0,0,0,0,1,0,1,2,1,1,1,2,1,2,2,1,2
281,1,12,1984,149,1,"167","180",4,192,4,203,4,"0","0","1","0","0",217,228,3,240,3,251,"2",2,"0","0","1","0","0",263,2,276,2,288,"2",2,"0","0","1","0","0",298,1,312,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1
283,1,5,1984,156,4,"176","189",6,200,5,210,5,"1","0","0","0","1",222,235,5,248,3,262,"1",3,"0","1","1","0","0",270,3,281,3,295,"1",2,"0","0","0","0","0",304,2,318,2,0,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1
284,2,3,1981,194,1,"214","226",1,239,4,250,3,"0","1","1","1","0",261,274,2,288,1,298,"999",3,"1","1","1","1","1",310,1,324,1,332,"27",1,"1","1","1","1","1",342,1,356,2,1,0,0,0,0,0,1,2,2,1,1,2,1,1,1,1,1
286,2,9,1984,152,4,"173","183",6,194,6,206,4,"0","0","1","0","0",220,232,4,244,2,254,"1",3,"1","0","1","0","0",266,2,277,5,293,"1",6,"0","0","0","0","0",302,4,314,5,1,0,1,1,1,1,3,3,2,2,1,2,1,2,3,2,2
287,1,5,1980,201,4,"224","234",2,246,2,260,2,"0","0","0","1","0",271,282,2,296,2,306,"1",1,"1","0","0","1","0",318,1,329,2,341,"1",1,"1","0","0","1","0",352,1,365,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
288,2,10,1983,160,4,"183","193",2,205,3,219,1,"1","0","0","0","0",230,241,1,255,1,265,"1",2,"1","0","0","1","0",277,1,288,1,300,"1",1,"1","0","0","0","0",311,1,324,2,0,0,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1
290,2,1,1984,160,4,"180","190",2,203,3,217,2,"0","0","1","0","0",226,241,1,250,1,262,"1",2,"0","0","1","0","0",274,1,285,1,300,"1",2,"0","0","1","0","0",308,2,321,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
291,2,6,1980,200,4,"223","233",3,246,1,259,1,"1","0","0","1","0",269,283,1,294,1,308,"27",1,"1","0","0","1","0",317,1,328,1,344,"27",2,"1","0","0","1","0",356,1,369,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1
292,2,9,1984,152,1,"172","182",4,195,4,208,3,"1","0","1","0","0",220,230,2,243,2,254,"11",5,"1","1","1","0","0",266,4,278,2,289,"12",6,"1","0","1","0","1",301,6,315,1,0,0,0,1,1,1,2,2,2,1,1,2,2,1,3,3,1
293,2,11,1983,163,2,"183","193",7,205,7,218,6,"0","0","1","0","0",230,242,6,253,3,267,"11",4,"0","0","1","0","0",277,3,294,2,301,"11",6,"1","0","1","0","1",310,7,328,5,1,1,0,1,1,1,3,3,3,3,2,2,2,1,3,3,2
294,1,5,1982,181,2,"202","211",7,223,7,236,6,"0","1","1","0","1",248,260,7,271,7,282,"11",7,"0","1","1","0","1",294,7,306,7,317,"11",7,"0","1","1","0","1",328,6,341,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
295,2,9,1984,151,2,"173","182",2,195,5,207,2,"0","0","1","0","1",218,230,4,242,4,254,"1",3,"0","0","1","0","0",267,3,280,3,289,"1",2,"0","0","1","0","1",300,2,313,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1
296,2,12,1981,184,2,"203","215",1,227,2,242,2,"0","0","1","0","1",253,263,1,277,1,287,"11",1,"1","D","1","1","0",303,3,311,1,324,"11",2,"0","1","1","1","0",336,1,346,1,1,0,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1
298,2,6,1983,163,4,"189","200",2,212,3,224,4,"1","0","1","0","0",236,245,3,258,1,272,"27",1,"1","0","0","0","0",281,1,292,1,304,"25",2,"1","0","0","1","0",317,1,330,1,0,0,0,1,1,0,1,2,2,2,1,1,1,1,1,1,1
300,2,5,1984,158,4,"174","187",6,198,6,210,5,"0","0","1","0","0",224,234,4,246,3,259,"1",3,"0","0","1","0","0",271,2,281,2,295,"13",5,"0","0","1","0","1",305,5,319,6,1,1,1,1,1,1,3,3,2,2,2,2,1,1,2,2,3
307,2,5,1980,205,4,"225","237",3,252,4,261,3,"1","0","0","1","0",271,283,2,295,3,306,"27",2,"1","0","0","1","0",318,2,329,2,341,"25",2,"1","0","0","1","0",353,1,366,1,0,0,0,0,0,0,2,2,2,1,2,1,1,1,1,1,1
311,1,3,1982,182,4,"203","212",6,225,6,238,3,"0","0","0","0","0",248,261,3,275,3,286,"1",3,"0","0","1","0","0",296,3,309,2,319,"1",2,"0","0","1","0","0",332,3,344,2,1,1,1,1,1,1,3,3,2,2,2,2,2,1,1,2,1
312,2,7,1982,178,4,"198","211",4,223,4,235,3,"1","0","1","0","0",244,258,3,271,2,283,"1",2,"1","0","1","0","0",292,2,305,3,316,"1",2,"1","0","1","0","0",327,3,340,2,0,0,0,1,1,1,2,2,2,2,1,1,1,2,1,2,1
313,2,4,1981,192,4,"213","224",2,236,2,249,3,"1","0","0","0","0",261,271,2,283,2,297,"1",3,"1","0","0","D","0",307,5,318,3,330,"1",3,"1","0","0","0","0",341,3,355,4,0,0,0,1,NA,1,1,1,2,1,1,2,2,2,2,2,2
315,2,1,1982,184,4,"205","214",1,229,2,240,1,"1","0","1","D","0",251,263,1,274,1,286,"1",1,"D","0","D","D","0",298,2,309,1,322,"1",2,"R","R","R","R","R",332,1,345,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1
321,1,10,1981,185,4,"205","222",2,229,2,242,1,"1","0","0","1","0",254,265,1,280,2,291,"1",1,"1","0","0","0","0",301,2,313,2,324,"1",2,"1","0","0","1","0",337,2,349,2,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
322,2,6,1982,178,4,"199","209",5,221,2,233,2,"1","0","0","0","0",246,257,1,269,1,281,"1",2,"1","0","0","0","0",293,1,305,2,316,"25",1,"1","0","1","1","0",329,2,341,2,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1
323,1,3,1980,204,4,"225","239",1,250,2,261,1,"1","0","0","1","0",272,286,1,296,1,311,"999",1,"1","0","0","1","0",320,1,335,1,348,"26",2,"1","0","0","1","0",356,1,368,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
325,1,9,1984,150,4,"172","182",4,194,3,206,1,"0","1","0","0","1",220,232,3,243,2,256,"1",1,"1","1","0","0","0",266,2,278,2,291,"1",2,"1","R","R","R","R",303,2,314,2,1,0,0,1,1,NA,2,2,1,2,1,1,1,1,1,1,1
326,2,3,1980,206,4,"N","240",6,248,3,260,3,"1","0","0","0","1",272,286,4,297,5,309,"1",4,"0","0","1","D","0",320,4,331,4,345,"1",4,"1","D","1","D","0",357,3,368,1,0,1,0,1,NA,NA,3,2,2,2,2,2,2,2,2,2,1
327,2,1,1983,171,4,"190","205",4,214,5,226,3,"0","0","1","0","0",238,251,2,262,3,274,"1",2,"1","1","1","0","1",286,3,297,3,311,"1",2,"1","0","1","0","0",322,3,334,4,1,0,0,1,1,1,2,2,2,1,2,1,2,2,1,2,2
332,1,1,1980,208,4,"230","239",2,252,2,264,2,"1","0","1","0","0",276,288,2,298,2,310,"1",1,"1","0","1","0","0",322,1,333,1,346,"1",1,"1","0","1","0","0",357,1,370,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,2,8,1982,176,4,"198","208",2,220,2,232,1,"0","1","0","1","0",244,256,2,267,2,281,"13",6,"0","0","1","0","0",291,3,303,2,314,"12",2,"0","0","1","0","0",327,1,339,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,1,1,1
336,1,2,1982,180,1,"203","215",2,225,2,240,1,"0","1","1","1","0",250,261,2,273,2,285,"2",1,"1","D","1","0","1",297,2,309,3,320,"2",2,"0","0","1","0","1",331,2,345,2,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1
337,1,7,1983,165,4,"186","196",6,209,4,221,3,"0","0","0","0","0",233,246,3,258,3,268,"1",2,"1","0","0","0","0",280,2,291,2,304,"1",2,"1","0","0","0","0",315,2,328,2,1,0,0,1,1,1,3,2,2,2,2,1,1,1,1,1,1
339,2,9,1981,186,4,"207","219",6,232,6,243,5,"0","0","0","0","0",255,267,6,279,6,292,"1",6,"1","0","0","0","0",304,6,315,6,327,"1",4,"1","0","1","1","0",336,5,356,6,1,0,0,1,1,0,3,3,2,3,3,3,3,3,2,2,3
340,1,12,1981,183,4,"203","215",2,229,2,240,1,"1","0","0","1","0",252,264,1,276,1,289,"22",1,"1","0","0","1","0",303,1,311,1,324,"22",1,"1","0","0","0","0",337,1,347,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
341,1,12,1983,159,4,"179","191",1,205,1,216,1,"1","0","0","1","0",228,240,1,251,1,263,"25",1,"1","0","0","0","0",278,1,287,1,299,"25",1,"1","0","0","1","0",311,1,323,2,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
345,1,3,1984,159,4,"181","190",8,203,1,214,2,"0","0","1","1","0",225,238,1,250,1,263,"8",5,"0","0","1","0","1",274,2,285,2,298,"12",6,"0","1","1","0","0",307,7,319,2,1,1,1,0,1,1,3,1,1,1,1,2,1,1,3,3,1
347,1,9,1981,191,2,"208","219",1,232,1,243,1,"0","1","0","1","0",255,266,2,279,1,290,"1",2,"0","0","1","1","0",302,1,314,2,325,"1",2,"0","0","0","1","0",337,1,349,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
355,2,12,1980,198,2,"216","N",6,241,3,252,6,"0","1","1","0","0",265,277,6,289,5,301,"1",2,"0","1","1","0","1",311,2,325,3,335,"1",2,"0","1","1","0","0",346,4,363,7,1,1,1,1,1,1,3,2,3,3,2,1,1,2,1,2,3
356,2,10,1982,175,2,"195","N",1,218,4,230,6,"1","1","1","0","0",242,254,8,265,3,277,"1",8,"0","D","1","0","0",289,1,302,3,312,"1",1,"1","1","1","1","1",324,7,337,7,0,1,0,1,1,0,1,2,3,3,2,3,1,2,1,3,3
357,1,9,1981,189,2,"206","219",6,230,6,243,6,"0","0","1","0","0",255,266,7,278,6,290,"1",6,"0","0","1","0","0",304,6,313,6,325,"1",6,"0","0","1","0","1",337,6,350,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
358,1,2,1983,172,2,"189","202",6,214,6,226,6,"0","0","1","0","0",238,249,6,261,3,273,"1",5,"1","0","1","1","0",287,5,296,5,308,"1",4,"0","0","1","1","0",320,3,334,3,1,0,1,1,0,0,3,3,3,3,2,2,2,2,2,2,2
359,2,1,1983,173,2,"190","203",6,214,6,227,7,"0","1","1","0","1",239,250,7,262,7,274,"1",7,"0","D","1","0","1",288,7,297,7,309,"1",7,"0","1","1","0","1",321,7,333,7,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
362,2,4,1981,191,2,"211","223",5,236,4,248,3,"0","0","1","1","0",260,272,6,284,6,295,"1",5,"0","0","1","1","1",306,5,319,6,330,"1",5,"0","1","1","1","0",341,3,356,4,1,1,1,0,0,0,2,2,2,3,3,2,2,3,2,2,2
363,2,11,1983,160,2,"180","192",6,205,6,217,6,"0","1","1","0","0",229,240,6,252,2,264,"1",6,"1","0","1","1","1",275,6,287,4,300,"1",2,"1","0","1","0","0",311,2,323,2,1,0,0,1,0,1,3,3,3,3,1,3,3,2,1,1,1
365,2,2,1982,182,2,"205","213",5,225,2,238,1,"1","0","1","1","1",252,262,1,276,3,286,"1",6,"0","0","1","1","1",297,1,309,1,320,"27",1,"1","0","1","1","0",331,1,347,1,0,1,0,0,0,0,2,1,1,1,2,3,1,1,1,1,1
366,2,8,1980,200,2,"220","231",5,245,2,257,5,"0","0","1","0","1",268,279,2,291,5,303,"1",5,"0","R","1","R","0",314,4,326,4,338,"1",4,"1","0","0","0","0",350,5,362,5,1,1,0,1,NA,1,2,1,2,1,2,2,2,2,2,2,2
367,1,6,1981,190,2,"210","221",4,235,1,247,1,"1","0","0","0","0",258,269,3,281,2,293,"1",3,"1","0","0","0","0",305,2,316,1,329,"1",1,"1","0","0","1","0",340,2,352,1,0,0,0,1,1,0,2,1,1,2,1,2,1,1,1,1,1
368,2,4,1981,192,2,"212","225",2,237,1,249,2,"0","1","1","1","0",261,276,2,288,1,296,"1",1,"0","D","1","0","0",308,2,321,1,333,"1",2,"0","D","1","0","0",341,2,354,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2
372,1,6,1983,166,2,"185","197",1,210,1,223,1,"1","0","0","0","0",234,245,1,257,1,274,"26",1,"1","0","0","0","0",281,1,293,1,310,"26",1,"1","0","0","1","0",318,2,330,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
373,2,8,1984,152,2,"171","183",2,196,1,209,1,"1","1","1","1","0",220,231,1,243,1,257,"1",3,"1","0","1","0","0",267,1,278,4,291,"1",1,"1","D","0","1","0",301,1,314,1,0,0,0,0,1,0,1,1,1,1,1,2,1,2,1,1,1
376,1,3,1981,194,1,"214","227",3,240,5,251,3,"0","1","0","0","0",262,273,3,286,2,298,"1",1,"0","0","1","0","0",307,3,319,2,331,"1",2,"0","0","0","0","0",343,2,356,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1
378,1,2,1984,160,1,"177","189",6,203,6,214,5,"0","0","1","0","1",226,238,3,249,2,263,"1",2,"0","D","1","0","0",272,3,289,3,298,"1",3,"1","R","1","0","0",311,3,321,3,1,1,0,1,1,1,3,3,2,2,1,1,2,2,2,2,2
386,1,6,1980,204,2,"221","233",3,248,2,257,2,"1","0","0","1","0",271,285,2,294,1,305,"1",2,"1","1","0","1","0",317,1,329,2,340,"1",2,"0","1","1","1","0",353,1,364,1,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,1
387,2,1,1983,173,2,"190","204",2,217,3,227,2,"0","1","1","0","1",240,254,2,263,2,274,"1",1,"0","0","1","0","0",287,2,297,2,315,"1",2,"0","1","1","0","1",322,2,333,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
